Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
-8.086,-8.905,-9.657,-10.326,-10.898,-11.362,-11.710,-11.933,-12.029,-11.995,-11.832,-11.542,-11.133,-10.611,-9.986,-9.272,-8.482,-7.635,-6.746,-5.837,-4.926,-4.035,-3.182,-2.388,-1.669,-1.043,-0.522,-0.119,0.159,0.305,0.315,0.190,-0.068,-0.452,-0.956,-1.567,-2.272,-3.056,-3.901,-4.787,-5.696,-6.607,-7.500,-8.356,-9.155,-9.882,-10.521,-11.060,-11.487,-11.795,-11.978,-12.032,-11.956,-11.752,-11.424,-10.977,-10.420,-9.766,-9.025,-8.215,-7.352,-6.455,-5.543,-4.636,-3.755,-2.920,-2.148,-1.457,-0.863,-0.379
24.257,24.012,23.757,23.495,23.226,22.952,22.673,22.390,22.106,21.821,21.536,21.253,20.974,20.699,20.430,20.168,19.914,19.670,19.437,19.216,19.009,18.815,18.637,18.474,18.329,18.201,18.092,18.002,17.931,17.879,17.848,17.837,17.846,17.875,17.924,17.993,18.081,18.189,18.314,18.458,18.618,18.795,18.987,19.193,19.413,19.644,19.887,20.139,20.401,20.669,20.943,21.222,21.505,21.789,22.075,22.359,22.642,22.922,23.197,23.466,23.729,23.984,24.230,24.466,24.692,24.905,25.106,25.293,25.466,25.624
-57.984,-57.062,-56.080,-55.045,-53.964,-52.849,-51.711,-50.567,-49.434,-48.331,-47.281,-46.303,-45.422,-44.658,-44.031,-43.557,-43.248,-43.115,-43.159,-43.381,-43.773,-44.326,-45.024,-45.848,-46.780,-47.797,-48.876,-49.997,-51.138,-52.281,-53.409,-54.508,-55.567,-56.577,-57.529,-58.420,-59.244,-60.000,-60.687,-61.303,-61.849,-62.326,-62.733,-63.072,-63.343,-63.548,-63.686,-63.758,-63.765,-63.706,-63.581,-63.391,-63.133,-62.808,-62.415,-61.953,-61.421,-60.820,-60.148,-59.406,-58.595,-57.718,-56.778,-55.780,-54.730,-53.638,-52.515,-51.374,-50.231,-49.105
-82.673,-82.760,-82.841,-82.917,-82.986,-83.049,-83.106,-83.156,-83.199,-83.235,-83.264,-83.286,-83.301,-83.308,-83.308,-83.301,-83.287,-83.265,-83.237,-83.201,-83.158,-83.109,-83.052,-82.989,-82.920,-82.845,-82.764,-82.677,-82.586,-82.490,-82.390,-82.287,-82.182,-82.075,-81.968,-81.861,-81.755,-81.652,-81.553,-81.459,-81.372,-81.292,-81.220,-81.159,-81.108,-81.068,-81.041,-81.027,-81.026,-81.037,-81.062,-81.098,-81.147,-81.206,-81.275,-81.354,-81.440,-81.533,-81.631,-81.733,-81.838,-81.945,-82.052,-82.159,-82.265,-82.368,-82.469,-82.566,-82.658,-82.746
-70.694,-69.403,-67.916,-66.247,-64.427,-62.516,-60.610,-58.837,-57.349,-56.297,-55.800,-55.920,-56.641,-57.878,-59.494,-61.335,-63.256,-65.141,-66.909,-68.510,-69.922,-71.139,-72.165,-73.009,-73.684,-74.200,-74.568,-74.794,-74.884,-74.838,-74.657,-74.336,-73.868,-73.246,-72.458,-71.492,-70.338,-68.990,-67.448,-65.730,-63.876,-61.955,-60.074,-58.368,-56.992,-56.091,-55.771,-56.070,-56.953,-58.316,-60.013,-61.892,-63.813,-65.670,-67.394,-68.941,-70.297,-71.457,-72.429,-73.223,-73.850,-74.322,-74.648,-74.834,-74.884,-74.799,-74.578,-74.215,-73.704,-73.034
-54.099,-52.978,-51.756,-50.457,-49.109,-47.748,-46.416,-45.160,-44.031,-43.075,-42.339,-41.856,-41.652,-41.738,-42.108,-42.743,-43.614,-44.677,-45.887,-47.193,-48.548,-49.906,-51.229,-52.486,-53.651,-54.705,-55.637,-56.437,-57.099,-57.620,-57.999,-58.234,-58.327,-58.276,-58.081,-57.743,-57.263,-56.641,-55.880,-54.986,-53.965,-52.830,-51.597,-50.290,-48.939,-47.579,-46.254,-45.011,-43.901,-42.971,-42.264,-41.815,-41.647,-41.769,-42.173,-42.840,-43.737,-44.821,-46.046,-47.361,-48.718,-50.074,-51.390,-52.636,-53.789,-54.829,-55.744,-56.527,-57.171,-57.675
79.552,80.234,80.877,81.464,81.986,82.439,82.824,83.145,83.403,83.604,83.750,83.843,83.885,83.878,83.820,83.711,83.549,83.331,83.053,82.714,82.308,81.833,81.291,80.686,80.028,79.340,78.652,78.010,77.468,77.079,76.890,76.923,77.175,77.615,78.192,78.853,79.545,80.227,80.871,81.458,81.981,82.435,82.821,83.142,83.401,83.602,83.749,83.842,83.885,83.878,83.821,83.712,83.551,83.333,83.057,82.717,82.312,81.839,81.297,80.692,80.035,79.347,78.659,78.017,77.473,77.082,76.891,76.922,77.172,77.609
-3.125,-3.018,-2.908,-2.794,-2.677,-2.557,-2.434,-2.308,-2.180,-2.049,-1.917,-1.783,-1.648,-1.512,-1.374,-1.236,-1.098,-0.959,-0.821,-0.682,-0.545,-0.408,-0.272,-0.138,-0.005,0.126,0.255,0.381,0.505,0.627,0.745,0.860,0.971,1.079,1.183,1.284,1.380,1.471,1.558,1.641,1.718,1.791,1.858,1.920,1.977,2.029,2.074,2.115,2.149,2.178,2.201,2.218,2.229,2.235,2.234,2.228,2.215,2.197,2.173,2.143,2.107,2.066,2.019,1.966,1.908,1.845,1.777,1.703,1.625,1.541
19.209,19.257,19.305,19.354,19.404,19.454,19.504,19.555,19.607,19.659,19.711,19.764,19.817,19.871,19.925,19.979,20.034,20.090,20.145,20.202,20.258,20.315,20.372,20.430,20.488,20.546,20.605,20.664,20.723,20.782,20.842,20.902,20.963,21.023,21.084,21.146,21.207,21.269,21.331,21.393,21.455,21.518,21.580,21.643,21.706,21.769,21.833,21.896,21.960,22.024,22.088,22.152,22.216,22.280,22.344,22.409,22.473,22.538,22.602,22.667,22.731,22.796,22.860,22.925,22.990,23.054,23.119,23.184,23.248,23.313
21.842,20.967,20.044,19.091,18.133,17.191,16.288,15.449,14.693,14.040,13.509,13.112,12.861,12.762,12.818,13.027,13.383,13.878,14.498,15.227,16.045,16.932,17.866,18.822,19.778,20.712,21.602,22.431,23.179,23.833,24.381,24.812,25.119,25.296,25.342,25.254,25.035,24.688,24.219,23.636,22.951,22.175,21.325,20.419,19.475,18.517,17.565,16.644,15.777,14.985,14.288,13.707,13.255,12.944,12.783,12.777,12.925,13.223,13.664,14.235,14.923,15.708,16.570,17.487,18.437,19.396,20.341,21.252,22.107,22.889
-16.234,-15.473,-14.793,-14.207,-13.723,-13.349,-13.091,-12.954,-12.940,-13.049,-13.280,-13.628,-14.087,-14.651,-15.311,-16.054,-16.870,-17.746,-18.667,-19.619,-20.589,-21.561,-22.523,-23.461,-24.364,-25.219,-26.018,-26.751,-27.410,-27.990,-28.485,-28.890,-29.203,-29.420,-29.540,-29.562,-29.486,-29.312,-29.042,-28.678,-28.222,-27.680,-27.055,-26.354,-25.584,-24.753,-23.870,-22.947,-21.994,-21.024,-20.052,-19.090,-18.153,-17.255,-16.411,-15.634,-14.935,-14.327,-13.820,-13.421,-13.138,-12.974,-12.933,-13.015,-13.219,-13.541,-13.977,-14.519,-15.158,-15.884
-76.617,-76.622,-76.627,-76.632,-76.637,-76.642,-76.647,-76.652,-76.657,-76.663,-76.668,-76.674,-76.680,-76.685,-76.691,-76.697,-76.703,-76.709,-76.715,-76.721,-76.728,-76.734,-76.740,-76.747,-76.753,-76.760,-76.767,-76.773,-76.780,-76.787,-76.794,-76.801,-76.808,-76.815,-76.822,-76.829,-76.836,-76.844,-76.851,-76.858,-76.866,-76.873,-76.881,-76.888,-76.896,-76.903,-76.911,-76.919,-76.926,-76.934,-76.942,-76.950,-76.958,-76.966,-76.973,-76.981,-76.989,-76.997,-77.005,-77.013,-77.021,-77.029,-77.038,-77.046,-77.054,-77.062,-77.070,-77.078,-77.086,-77.094
-78.498,-78.420,-78.341,-78.263,-78.184,-78.106,-78.029,-77.954,-77.880,-77.809,-77.741,-77.676,-77.614,-77.557,-77.504,-77.457,-77.414,-77.377,-77.346,-77.321,-77.302,-77.290,-77.284,-77.284,-77.292,-77.305,-77.325,-77.352,-77.384,-77.422,-77.466,-77.515,-77.568,-77.627,-77.689,-77.754,-77.823,-77.895,-77.969,-78.045,-78.122,-78.200,-78.279,-78.358,-78.436,-78.514,-78.591,-78.666,-78.740,-78.812,-78.881,-78.948,-79.013,-79.074,-79.132,-79.186,-79.238,-79.285,-79.328,-79.368,-79.403,-79.435,-79.462,-79.485,-79.503,-79.517,-79.527,-79.532,-79.533,-79.529
73.137,73.143,73.148,73.153,73.159,73.164,73.169,73.174,73.180,73.185,73.190,73.195,73.201,73.206,73.211,73.216,73.221,73.226,73.231,73.236,73.241,73.246,73.250,73.255,73.260,73.264,73.269,73.273,73.278,73.282,73.286,73.290,73.294,73.298,73.302,73.306,73.310,73.313,73.317,73.320,73.324,73.327,73.330,73.333,73.336,73.339,73.342,73.344,73.347,73.349,73.351,73.353,73.356,73.357,73.359,73.361,73.362,73.364,73.365,73.366,73.367,73.368,73.369,73.370,73.370,73.371,73.371,73.371,73.371,73.371
50.245,51.046,51.817,52.558,53.268,53.949,54.600,55.221,55.812,56.374,56.908,57.413,57.891,58.341,58.764,59.162,59.533,59.880,60.202,60.500,60.774,61.025,61.253,61.459,61.642,61.804,61.944,62.064,62.162,62.239,62.296,62.331,62.347,62.342,62.316,62.270,62.203,62.115,62.007,61.877,61.726,61.554,61.359,61.142,60.903,60.640,60.354,60.045,59.711,59.352,58.967,58.557,58.120,57.656,57.165,56.646,56.098,55.521,54.915,54.280,53.614,52.918,52.192,51.436,50.651,49.836,48.992,48.120,47.221,46.298
-16.575,-16.381,-16.212,-16.067,-15.948,-15.855,-15.787,-15.745,-15.730,-15.740,-15.776,-15.838,-15.926,-16.040,-16.178,-16.342,-16.531,-16.744,-16.980,-17.240,-17.523,-17.827,-18.153,-18.500,-18.866,-19.251,-19.655,-20.076,-20.513,-20.966,-21.432,-21.913,-22.405,-22.909,-23.423,-23.946,-24.477,-25.015,-25.558,-26.106,-26.658,-27.213,-27.769,-28.325,-28.881,-29.435,-29.987,-30.536,-31.081,-31.620,-32.154,-32.681,-33.201,-33.713,-34.216,-34.710,-35.195,-35.669,-36.132,-36.585,-37.025,-37.454,-37.871,-38.275,-38.666,-39.044,-39.409,-39.760,-40.098,-40.421
-60.853,-60.845,-60.837,-60.828,-60.820,-60.811,-60.803,-60.794,-60.785,-60.776,-60.767,-60.758,-60.748,-60.739,-60.729,-60.720,-60.710,-60.700,-60.690,-60.680,-60.670,-60.660,-60.650,-60.639,-60.629,-60.618,-60.607,-60.596,-60.586,-60.575,-60.563,-60.552,-60.541,-60.530,-60.518,-60.507,-60.495,-60.483,-60.471,-60.459,-60.447,-60.435,-60.423,-60.411,-60.399,-60.386,-60.374,-60.361,-60.349,-60.336,-60.323,-60.310,-60.297,-60.284,-60.271,-60.258,-60.245,-60.231,-60.218,-60.205,-60.191,-60.178,-60.164,-60.150,-60.136,-60.123,-60.109,-60.095,-60.081,-60.067
-36.925,-36.810,-36.690,-36.566,-36.437,-36.304,-36.167,-36.025,-35.880,-35.730,-35.576,-35.418,-35.257,-35.091,-34.922,-34.749,-34.572,-34.391,-34.207,-34.020,-33.829,-33.634,-33.437,-33.236,-33.032,-32.826,-32.616,-32.404,-32.189,-31.972,-31.752,-31.529,-31.305,-31.079,-30.850,-30.620,-30.388,-30.154,-29.919,-29.683,-29.446,-29.207,-28.968,-28.728,-28.488,-28.247,-28.006,-27.764,-27.523,-27.283,-27.042,-26.803,-26.564,-26.326,-26.089,-25.853,-25.619,-25.387,-25.156,-24.928,-24.701,-24.477,-24.256,-24.037,-23.821,-23.608,-23.398,-23.192,-22.989,-22.790
48.742,49.082,49.335,49.501,49.581,49.575,49.481,49.301,49.034,48.682,48.244,47.721,47.115,46.428,45.663,44.823,43.914,42.941,41.912,40.836,39.724,38.589,37.445,36.308,35.194,34.122,33.110,32.175,31.336,30.607,30.005,29.540,29.222,29.058,29.051,29.201,29.505,29.957,30.548,31.266,32.096,33.023,34.029,35.096,36.207,37.343,38.487,39.623,40.738,41.817,42.851,43.830,44.745,45.591,46.363,47.057,47.670,48.200,48.646,49.006,49.281,49.469,49.570,49.584,49.512,49.353,49.108,48.776,48.359,47.857
-37.701,-37.134,-36.757,-36.581,-36.610,-36.845,-37.277,-37.895,-38.681,-39.613,-40.666,-41.815,-43.031,-44.289,-45.563,-46.831,-48.071,-49.268,-50.407,-51.476,-52.468,-53.376,-54.196,-54.925,-55.561,-56.103,-56.551,-56.906,-57.166,-57.334,-57.408,-57.390,-57.278,-57.074,-56.776,-56.384,-55.898,-55.319,-54.646,-53.880,-53.025,-52.083,-51.059,-49.961,-48.798,-47.582,-46.328,-45.056,-43.785,-42.541,-41.348,-40.234,-39.225,-38.349,-37.628,-37.082,-36.727,-36.574,-36.627,-36.884,-37.338,-37.976,-38.780,-39.727,-40.793,-41.950,-43.173,-44.434,-45.708,-46.974
-8.689,-8.265,-7.977,-7.831,-7.830,-7.976,-8.263,-8.686,-9.235,-9.895,-10.651,-11.484,-12.376,-13.304,-14.248,-15.185,-16.095,-16.958,-17.756,-18.473,-19.095,-19.611,-20.011,-20.287,-20.436,-20.455,-20.342,-20.101,-19.735,-19.251,-18.657,-17.965,-17.188,-16.341,-15.443,-14.511,-13.567,-12.633,-11.729,-10.877,-10.097,-9.409,-8.828,-8.368,-8.042,-7.856,-7.816,-7.921,-8.171,-8.558,-9.073,-9.704,-10.435,-11.250,-12.127,-13.048,-13.989,-14.930,-15.849,-16.727,-17.545,-18.285,-18.935,-19.481,-19.913,-20.224,-20.408,-20.463,-20.386,-20.179
-71.166,-71.072,-70.919,-70.705,-70.428,-70.086,-69.677,-69.198,-68.645,-68.016,-67.306,-66.512,-65.632,-64.661,-63.599,-62.446,-61.204,-59.878,-58.476,-57.012,-55.503,-53.973,-52.451,-50.972,-49.575,-48.299,-47.186,-46.275,-45.598,-45.182,-45.042,-45.184,-45.603,-46.281,-47.195,-48.309,-49.586,-50.984,-52.463,-53.985,-55.515,-57.024,-58.488,-59.889,-61.215,-62.456,-63.608,-64.669,-65.639,-66.519,-67.312,-68.021,-68.650,-69.202,-69.681,-70.090,-70.431,-70.707,-70.921,-71.073,-71.166,-71.200,-71.174,-71.089,-70.945,-70.740,-70.472,-70.140,-69.741,-69.272
56.663,55.221,53.747,52.264,50.803,49.398,48.086,46.906,45.894,45.086,44.510,44.188,44.132,44.343,44.814,45.528,46.458,47.571,48.833,50.204,51.645,53.123,54.604,56.062,57.475,58.825,60.102,61.295,62.401,63.416,64.342,65.178,65.927,66.591,67.174,67.677,68.105,68.460,68.744,68.958,69.105,69.186,69.200,69.149,69.031,68.846,68.593,68.270,67.874,67.404,66.856,66.228,65.517,64.719,63.833,62.857,61.791,60.635,59.395,58.075,56.688,55.248,53.773,52.291,50.829,49.423,48.109,46.925,45.910,45.099
36.856,37.399,38.148,39.072,40.135,41.296,42.515,43.753,44.975,46.150,47.251,48.258,49.154,49.926,50.566,51.068,51.428,51.642,51.710,51.631,51.406,51.036,50.523,49.873,49.091,48.186,47.172,46.064,44.885,43.661,42.423,41.206,40.051,38.998,38.086,37.351,36.825,36.529,36.477,36.671,37.103,37.753,38.595,39.594,40.711,41.907,43.140,44.374,45.576,46.717,47.773,48.725,49.560,50.266,50.837,51.268,51.554,51.695,51.688,51.535,51.237,50.794,50.212,49.494,48.649,47.687,46.623,45.476,44.270,43.035
26.173,27.180,28.205,29.242,30.289,31.340,32.393,33.443,34.487,35.522,36.545,37.554,38.544,39.516,40.465,41.392,42.294,43.170,44.018,44.840,45.632,46.396,47.131,47.836,48.512,49.159,49.776,50.364,50.924,51.455,51.958,52.433,52.880,53.301,53.696,54.064,54.406,54.723,55.016,55.283,55.527,55.746,55.942,56.115,56.265,56.392,56.496,56.577,56.636,56.673,56.688,56.680,56.650,56.598,56.523,56.426,56.307,56.164,55.999,55.810,55.598,55.362,55.101,54.817,54.507,54.173,53.813,53.427,53.014,52.575
53.401,52.774,52.633,52.993,53.819,55.035,56.538,58.216,59.965,61.695,63.340,64.855,66.212,67.401,68.416,69.262,69.943,70.465,70.835,71.057,71.135,71.069,70.858,70.500,69.990,69.322,68.489,67.487,66.313,64.968,63.465,61.829,60.104,58.354,56.666,55.144,53.902,53.042,52.644,52.744,53.334,54.358,55.725,57.326,59.051,60.800,62.497,64.083,65.525,66.803,67.909,68.842,69.608,70.212,70.661,70.960,71.112,71.121,70.986,70.705,70.275,69.690,68.944,68.031,66.946,65.689,64.267,62.696,61.011,59.264
-77.050,-77.063,-77.068,-77.065,-77.054,-77.036,-77.010,-76.975,-76.933,-76.883,-76.826,-76.760,-76.687,-76.606,-76.517,-76.420,-76.316,-76.204,-76.084,-75.957,-75.823,-75.682,-75.533,-75.378,-75.216,-75.048,-74.874,-74.695,-74.510,-74.321,-74.127,-73.929,-73.729,-73.527,-73.322,-73.118,-72.913,-72.709,-72.508,-72.310,-72.116,-71.928,-71.746,-71.572,-71.407,-71.251,-71.107,-70.976,-70.857,-70.753,-70.664,-70.591,-70.534,-70.494,-70.471,-70.466,-70.478,-70.508,-70.555,-70.618,-70.698,-70.793,-70.903,-71.027,-71.164,-71.312,-71.472,-71.641,-71.818,-72.003
23.592,23.682,23.931,24.333,24.877,25.552,26.340,27.225,28.187,29.205,30.257,31.325,32.386,33.424,34.422,35.364,36.238,37.033,37.740,38.351,38.861,39.265,39.561,39.745,39.817,39.776,39.622,39.357,38.981,38.500,37.916,37.234,36.462,35.609,34.684,33.700,32.672,31.615,30.547,29.488,28.459,27.480,26.572,25.756,25.048,24.467,24.026,23.734,23.600,23.627,23.813,24.154,24.643,25.267,26.011,26.860,27.793,28.791,29.832,30.896,31.962,33.012,34.028,34.994,35.896,36.724,37.467,38.118,38.669,39.116
37.530,36.968,36.413,35.873,35.358,34.879,34.444,34.063,33.742,33.490,33.311,33.209,33.186,33.243,33.378,33.589,33.871,34.218,34.623,35.078,35.574,36.100,36.648,37.207,37.769,38.322,38.859,39.372,39.853,40.296,40.695,41.045,41.341,41.581,41.762,41.882,41.939,41.933,41.864,41.733,41.541,41.290,40.983,40.624,40.217,39.766,39.278,38.760,38.219,37.664,37.102,36.544,36.000,35.478,34.990,34.543,34.148,33.813,33.544,33.347,33.226,33.184,33.222,33.339,33.532,33.797,34.130,34.522,34.966,35.452
-2.269,-2.497,-2.878,-3.399,-4.044,-4.793,-5.623,-6.508,-7.420,-8.332,-9.214,-10.041,-10.789,-11.436,-11.963,-12.356,-12.605,-12.702,-12.645,-12.436,-12.080,-11.587,-10.970,-10.247,-9.439,-8.568,-7.662,-6.747,-5.852,-5.005,-4.232,-3.557,-3.002,-2.583,-2.314,-2.202,-2.253,-2.463,-2.826,-3.331,-3.963,-4.702,-5.524,-6.404,-7.314,-8.227,-9.114,-9.949,-10.707,-11.366,-11.908,-12.318,-12.583,-12.698,-12.659,-12.468,-12.128,-11.651,-11.047,-10.336,-9.536,-8.671,-7.768,-6.853,-5.954,-5.100,-4.317,-3.630,-3.060,-2.624
16.974,16.579,16.064,15.439,14.718,13.917,13.055,12.150,11.226,10.305,9.409,8.562,7.786,7.100,6.522,6.068,5.748,5.571,5.542,5.661,5.925,6.328,6.859,7.505,8.248,9.070,9.949,10.863,11.788,12.703,13.585,14.412,15.167,15.831,16.391,16.834,17.152,17.338,17.389,17.303,17.082,16.730,16.255,15.667,14.978,14.203,13.359,12.467,11.547,10.622,9.715,8.849,8.046,7.326,6.709,6.210,5.843,5.615,5.535,5.603,5.818,6.174,6.662,7.269,7.981,8.777,9.639,10.543,11.468,12.389
21.550,21.949,22.461,23.078,23.792,24.591,25.466,26.404,27.392,28.418,29.470,30.535,31.600,32.654,33.688,34.691,35.655,36.573,37.438,38.244,38.988,39.664,40.271,40.806,41.266,41.651,41.960,42.191,42.344,42.419,42.416,42.334,42.174,41.937,41.622,41.230,40.763,40.222,39.610,38.927,38.178,37.367,36.498,35.576,34.608,33.602,32.566,31.510,30.444,29.381,28.331,27.307,26.322,25.389,24.521,23.728,23.022,22.414,21.911,21.521,21.250,21.101,21.077,21.178,21.403,21.748,22.208,22.777,23.446,24.207
66.948,66.962,66.976,66.990,67.005,67.020,67.035,67.050,67.066,67.082,67.098,67.114,67.131,67.148,67.165,67.183,67.200,67.218,67.236,67.255,67.273,67.292,67.310,67.329,67.349,67.368,67.387,67.407,67.427,67.446,67.466,67.487,67.507,67.527,67.547,67.568,67.588,67.609,67.630,67.650,67.671,67.692,67.713,67.734,67.755,67.776,67.796,67.817,67.838,67.859,67.880,67.901,67.922,67.942,67.963,67.984,68.004,68.025,68.045,68.065,68.086,68.106,68.126,68.146,68.165,68.185,68.205,68.224,68.243,68.263
-36.322,-36.098,-36.134,-36.427,-36.965,-37.722,-38.667,-39.759,-40.957,-42.216,-43.495,-44.756,-45.965,-47.095,-48.122,-49.031,-49.808,-50.445,-50.934,-51.273,-51.458,-51.489,-51.365,-51.087,-50.657,-50.079,-49.357,-48.499,-47.517,-46.426,-45.245,-44.001,-42.725,-41.453,-40.226,-39.086,-38.078,-37.241,-36.613,-36.220,-36.081,-36.202,-36.577,-37.190,-38.013,-39.011,-40.142,-41.365,-42.635,-43.912,-45.160,-46.345,-47.444,-48.434,-49.301,-50.033,-50.622,-51.062,-51.351,-51.485,-51.465,-51.291,-50.963,-50.484,-49.858,-49.090,-48.190,-47.170,-46.047,-44.843
3.213,2.760,2.302,1.841,1.376,0.907,0.437,-0.036,-0.510,-0.985,-1.461,-1.937,-2.413,-2.887,-3.360,-3.832,-4.301,-4.767,-5.230,-5.689,-6.144,-6.594,-7.039,-7.478,-7.912,-8.339,-8.760,-9.174,-9.580,-9.978,-10.368,-10.750,-11.122,-11.486,-11.840,-12.185,-12.520,-12.844,-13.158,-13.462,-13.755,-14.036,-14.307,-14.566,-14.813,-15.049,-15.273,-15.484,-15.684,-15.872,-16.047,-16.210,-16.360,-16.497,-16.622,-16.734,-16.834,-16.920,-16.994,-17.055,-17.103,-17.138,-17.159,-17.168,-17.164,-17.147,-17.117,-17.074,-17.018,-16.949
-83.063,-83.084,-83.147,-83.249,-83.384,-83.544,-83.723,-83.913,-84.107,-84.299,-84.484,-84.658,-84.819,-84.964,-85.093,-85.203,-85.295,-85.369,-85.424,-85.460,-85.478,-85.477,-85.457,-85.419,-85.362,-85.286,-85.192,-85.079,-84.949,-84.802,-84.639,-84.464,-84.278,-84.085,-83.891,-83.702,-83.525,-83.367,-83.236,-83.138,-83.079,-83.063,-83.091,-83.160,-83.268,-83.407,-83.571,-83.752,-83.943,-84.136,-84.328,-84.511,-84.684,-84.842,-84.985,-85.111,-85.218,-85.308,-85.379,-85.431,-85.464,-85.479,-85.475,-85.452,-85.411,-85.351,-85.273,-85.176,-85.060,-84.927
70.086,70.649,71.149,71.590,71.974,72.303,72.578,72.803,72.977,73.103,73.180,73.211,73.194,73.129,73.017,72.857,72.647,72.385,72.072,71.704,71.279,70.795,70.251,69.642,68.968,68.226,67.415,66.534,65.584,64.569,63.491,62.359,61.183,59.976,58.757,57.548,56.372,55.260,54.241,53.345,52.602,52.037,51.671,51.517,51.581,51.861,52.346,53.019,53.855,54.827,55.905,57.057,58.256,59.474,60.688,61.879,63.031,64.132,65.174,66.151,67.060,67.900,68.670,69.372,70.007,70.578,71.087,71.536,71.927,72.263
-12.339,-11.716,-11.058,-10.368,-9.647,-8.897,-8.120,-7.318,-6.493,-5.649,-4.787,-3.910,-3.020,-2.122,-1.217,-0.309,0.600,1.506,2.406,3.298,4.178,5.045,5.894,6.724,7.532,8.316,9.073,9.801,10.499,11.165,11.797,12.394,12.953,13.475,13.959,14.402,14.804,15.165,15.484,15.760,15.994,16.184,16.330,16.433,16.491,16.505,16.475,16.401,16.283,16.121,15.916,15.667,15.376,15.042,14.666,14.249,13.792,13.295,12.759,12.186,11.577,10.933,10.255,9.546,8.807,8.041,7.248,6.432,5.595,4.739
71.712,71.712,71.712,71.711,71.711,71.710,71.709,71.709,71.708,71.707,71.706,71.705,71.703,71.702,71.700,71.699,71.697,71.695,71.693,71.691,71.689,71.687,71.685,71.682,71.680,71.677,71.674,71.671,71.669,71.666,71.662,71.659,71.656,71.653,71.649,71.645,71.642,71.638,71.634,71.630,71.626,71.622,71.618,71.614,71.609,71.605,71.600,71.596,71.591,71.586,71.581,71.576,71.571,71.566,71.561,71.556,71.551,71.545,71.540,71.535,71.529,71.523,71.518,71.512,71.506,71.500,71.495,71.489,71.483,71.477
76.718,76.721,76.724,76.727,76.731,76.734,76.738,76.743,76.747,76.752,76.757,76.762,76.768,76.774,76.780,76.786,76.792,76.799,76.805,76.812,76.819,76.827,76.834,76.842,76.849,76.857,76.865,76.873,76.881,76.890,76.898,76.907,76.915,76.924,76.932,76.941,76.950,76.959,76.968,76.976,76.985,76.994,77.003,77.012,77.020,77.029,77.038,77.046,77.055,77.063,77.072,77.080,77.088,77.097,77.105,77.112,77.120,77.128,77.135,77.143,77.150,77.157,77.164,77.170,77.177,77.183,77.189,77.195,77.201,77.207
42.069,42.018,41.966,41.914,41.862,41.808,41.755,41.701,41.646,41.591,41.535,41.478,41.422,41.364,41.306,41.248,41.189,41.130,41.070,41.010,40.949,40.888,40.827,40.765,40.702,40.640,40.577,40.513,40.449,40.385,40.320,40.255,40.190,40.124,40.058,39.992,39.925,39.858,39.791,39.724,39.656,39.588,39.520,39.452,39.383,39.314,39.245,39.176,39.107,39.037,38.967,38.897,38.827,38.757,38.687,38.617,38.547,38.476,38.406,38.335,38.265,38.194,38.123,38.053,37.982,37.912,37.841,37.771,37.701,37.630
9.047,9.724,10.379,11.011,11.621,12.207,12.768,13.305,13.817,14.304,14.764,15.199,15.607,15.989,16.344,16.673,16.974,17.248,17.495,17.715,17.907,18.072,18.210,18.320,18.402,18.457,18.485,18.485,18.457,18.402,18.319,18.208,18.071,17.905,17.713,17.493,17.245,16.971,16.669,16.340,15.985,15.603,15.194,14.759,14.298,13.811,13.299,12.761,12.200,11.613,11.004,10.371,9.716,9.039,8.341,7.622,6.885,6.129,5.355,4.566,3.761,2.942,2.110,1.267,0.413,-0.449,-1.319,-2.195,-3.076,-3.959
-27.885,-28.793,-29.672,-30.519,-31.331,-32.105,-32.838,-33.528,-34.175,-34.775,-35.328,-35.833,-36.289,-36.696,-37.052,-37.358,-37.613,-37.817,-37.970,-38.071,-38.121,-38.119,-38.066,-37.962,-37.806,-37.599,-37.341,-37.032,-36.672,-36.262,-35.803,-35.295,-34.739,-34.136,-33.487,-32.793,-32.058,-31.282,-30.468,-29.619,-28.738,-27.828,-26.894,-25.940,-24.970,-23.990,-23.005,-22.021,-21.042,-20.077,-19.129,-18.206,-17.314,-16.458,-15.644,-14.878,-14.165,-13.509,-12.916,-12.389,-11.931,-11.545,-11.235,-11.003,-10.848,-10.774,-10.780,-10.866,-11.031,-11.275
